seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
T40_D__k141_697107||full	0.633	0.107	0.633	dsDNAphage	14288	0	25.000	0.000
T40_D__k141_361785||full	0.993	0.507	0.993	dsDNAphage	14285	6	100.000	0.000
T24_S__k141_293436||full	1.000	0.533	1.000	dsDNAphage	14284	2	93.800	0.000
T12_S__k141_1142993||full	0.993	0.293	0.993	dsDNAphage	14283	2	70.000	0.000
T28_S__k141_11000||full	0.980	0.613	0.980	dsDNAphage	14283	0	88.900	0.000
T32_S__k141_286327||full	0.860	0.140	0.860	dsDNAphage	14283	0	86.700	0.000
T4_D_k141_708619||full	0.947	0.020	0.947	dsDNAphage	14281	1	33.300	13.300
T8_S__k141_877543||full	1.000	0.433	1.000	dsDNAphage	14280	2	66.700	0.000
T88_S_k141_548804||full	1.000	0.220	1.000	dsDNAphage	14279	1	80.000	0.000
T4_D_k141_163330||full	0.713	0.267	0.713	dsDNAphage	14278	0	80.000	0.000
T40_D__k141_448650||full	1.000	0.900	1.000	dsDNAphage	14278	2	100.000	0.000
T88_D__k141_1057630||full	0.993	0.340	0.993	dsDNAphage	14278	3	74.100	0.000
T112_D__k141_249998||full	1.000	0.353	1.000	dsDNAphage	14277	1	66.700	0.000
T88_D__k141_525573||full	1.000	0.607	1.000	dsDNAphage	14276	1	90.000	0.000
T68_S__k141_245826||full	1.000	0.540	1.000	dsDNAphage	14275	1	100.000	0.000
T88_D__k141_584450||full	1.000	0.707	1.000	dsDNAphage	14274	3	93.800	0.000
T4_D_k141_1361189||full	1.000	0.853	1.000	dsDNAphage	14273	1	70.000	0.000
T104_S__k141_422276||full	0.993	0.480	0.993	dsDNAphage	14272	1	87.000	0.000
T52_D__k141_186504||full	0.853	0.660	0.853	dsDNAphage	14270	0	60.000	0.000
T16_D__k141_567612||full	1.000	0.420	1.000	dsDNAphage	14269	1	36.400	0.000
T32_S__k141_344886||full	0.767	0.400	0.767	dsDNAphage	14269	0	72.700	0.000
T28_S__k141_1224999||full	1.000	0.627	1.000	dsDNAphage	14268	4	100.000	0.000
T60_S__k141_597421||full	0.560	0.007	0.560	dsDNAphage	14268	0	68.800	6.200
T8_S__k141_664481||full	0.993	0.480	0.993	dsDNAphage	14267	0	95.800	0.000
T64_S__k141_794320||full	1.000	0.467	1.000	dsDNAphage	14264	4	92.300	0.000
T72_S__k141_1106722||full	0.993	0.540	0.993	dsDNAphage	14264	1	83.900	0.000
T52_D__k141_179989||full	1.000	0.627	1.000	dsDNAphage	14263	3	100.000	0.000
T28_S__k141_1198760||full	1.000	0.613	1.000	dsDNAphage	14260	1	100.000	0.000
T52_D__k141_748680||full	0.720	0.013	0.720	dsDNAphage	14260	0	61.100	5.600
T92_S__k141_1188324||full	1.000	0.387	1.000	dsDNAphage	14259	6	100.000	0.000
T112_S__k141_523048||full	1.000	0.020	1.000	dsDNAphage	14258	5	70.000	5.000
T16_D__k141_1004355||full	1.000	0.613	1.000	dsDNAphage	14258	6	61.100	0.000
T8_S__k141_869088||full	0.980	0.627	0.980	dsDNAphage	14257	0	100.000	0.000
T16_D__k141_663283||full	0.993	0.293	0.993	dsDNAphage	14256	0	55.600	0.000
T76_D__k141_1061563||full	0.973	0.820	0.973	dsDNAphage	14254	0	62.100	0.000
T4_D_k141_430002||full	0.920	0.060	0.920	dsDNAphage	14253	0	56.000	4.000
T16_D__k141_933220||full	1.000	0.387	1.000	dsDNAphage	14253	1	57.700	0.000
T96_S__k141_367756||full	1.000	0.813	1.000	dsDNAphage	14253	2	84.200	0.000
T4_D_k141_801910||full	1.000	0.640	1.000	dsDNAphage	14252	1	100.000	0.000
T64_S__k141_613339||full	0.960	0.380	0.960	dsDNAphage	14250	0	88.200	0.000
T8_S__k141_1322371||full	1.000	0.933	1.000	dsDNAphage	14250	1	96.200	0.000
T16_D__k141_1034344||full	1.000	0.713	1.000	dsDNAphage	14247	5	100.000	0.000
T40_D__k141_1080383||full	1.000	0.760	1.000	dsDNAphage	14245	4	100.000	0.000
T52_D__k141_557846||full	1.000	0.387	1.000	dsDNAphage	14245	4	92.300	0.000
T8_S__k141_1256931||full	1.000	0.267	1.000	dsDNAphage	14245	9	88.200	0.000
T28_S__k141_1176164||full	0.847	0.420	0.847	dsDNAphage	14244	0	25.000	0.000
T52_S_k141_83194||full	1.000	0.847	1.000	dsDNAphage	14238	5	77.800	0.000
T56_S__k141_792403||full	1.000	0.227	1.000	dsDNAphage	14238	1	95.800	0.000
T4_D_k141_820030||full	1.000	0.160	1.000	dsDNAphage	14236	1	63.000	3.700
T60_S__k141_516885||full	0.980	0.260	0.980	dsDNAphage	14234	0	68.000	0.000
T8_S__k141_1068527||full	0.720	0.067	0.720	dsDNAphage	14233	0	38.100	0.000
T112_D__k141_346142||full	0.993	0.267	0.993	dsDNAphage	14232	1	72.700	0.000
T112_S__k141_707808||full	0.833	0.460	0.833	dsDNAphage	14232	0	66.700	0.000
T92_S__k141_637929||full	1.000	0.527	1.000	dsDNAphage	14231	1	73.500	0.000
T56_S__k141_402618||full	1.000	0.380	1.000	dsDNAphage	14230	1	92.100	0.000
T112_D__k141_495100||full	0.980	0.133	0.980	dsDNAphage	14227	2	80.000	10.000
T4_D_k141_747688||full	1.000	0.480	1.000	dsDNAphage	14226	4	100.000	0.000
T112_D__k141_203734||full	1.000	0.347	1.000	dsDNAphage	14225	2	73.100	3.800
T84_S__k141_182153||full	0.987	0.640	0.987	dsDNAphage	14225	0	68.800	0.000
T52_D__k141_724994||full	0.993	0.600	0.993	dsDNAphage	14222	5	85.700	0.000
T16_D__k141_983874||full	0.853	0.407	0.853	dsDNAphage	14220	0	66.700	0.000
T16_D__k141_249058||full	1.000	0.893	1.000	dsDNAphage	14220	1	100.000	0.000
T0_S__k141_586346||full	0.987	0.553	0.987	dsDNAphage	14219	0	100.000	0.000
T92_S__k141_1031138||full	0.987	0.107	0.987	dsDNAphage	14218	1	35.500	3.200
T64_D__k141_566712||full	1.000	0.420	1.000	dsDNAphage	14216	7	86.700	0.000
T88_S_k141_956317||full	0.907	0.187	0.907	dsDNAphage	14214	0	65.600	6.200
T108_S__k141_785643||full	0.953	0.480	0.953	dsDNAphage	14210	0	96.400	0.000
T16_D__k141_927923||full	0.807	0.013	0.807	dsDNAphage	14210	0	38.500	3.800
T40_D__k141_500079||full	1.000	0.240	1.000	dsDNAphage	14209	1	62.500	0.000
T76_D__k141_956616||full	1.000	0.980	1.000	dsDNAphage	14208	6	100.000	0.000
T12_S__k141_337002||full	1.000	0.473	1.000	dsDNAphage	14207	6	92.900	0.000
T36_S__k141_990941||full	1.000	0.840	1.000	dsDNAphage	14207	3	94.400	0.000
T40_S__k141_796550||full	1.000	0.367	1.000	dsDNAphage	14207	2	93.300	0.000
T100_D__k141_364508||full	0.993	0.027	0.993	dsDNAphage	14206	1	38.900	0.000
T64_D__k141_840043||full	0.933	0.933	0.933	dsDNAphage	14206	0	66.700	0.000
T28_S__k141_1117445||full	0.947	0.360	0.947	dsDNAphage	14205	0	84.200	0.000
T108_S__k141_183218||full	1.000	0.520	1.000	dsDNAphage	14202	1	83.300	0.000
T32_S__k141_1275751||full	1.000	0.220	1.000	dsDNAphage	14202	2	94.400	0.000
T48_S__k141_546765||full	1.000	0.413	1.000	dsDNAphage	14202	1	96.200	0.000
T48_S__k141_333068||full	0.900	0.260	0.900	dsDNAphage	14202	0	75.900	0.000
T36_S__k141_197492||full	1.000	0.640	1.000	dsDNAphage	14201	3	63.200	0.000
T16_S__k141_566142||full	0.993	0.300	0.993	dsDNAphage	14199	1	21.700	0.000
T64_D__k141_164226||full	1.000	0.360	1.000	dsDNAphage	14199	5	100.000	0.000
T80_S__k141_162444||full	0.993	0.400	0.993	dsDNAphage	14197	1	77.300	0.000
T4_D_k141_492369||full	0.873	0.413	0.873	dsDNAphage	14196	0	54.200	0.000
T100_D__k141_150936||full	0.980	0.220	0.980	dsDNAphage	14195	1	50.000	0.000
T40_D__k141_194893||full	0.740	0.007	0.740	dsDNAphage	14195	1	35.700	14.300
T112_D__k141_810440||full	1.000	0.367	1.000	dsDNAphage	14194	5	81.800	0.000
T112_S__k141_438133||full	1.000	0.800	1.000	dsDNAphage	14193	1	74.100	0.000
T60_S__k141_239966||full	0.947	0.173	0.947	dsDNAphage	14193	0	74.100	0.000
T16_S__k141_693426||full	1.000	0.433	1.000	dsDNAphage	14191	8	100.000	0.000
T80_S__k141_400191||full	1.000	0.340	1.000	dsDNAphage	14191	1	76.500	0.000
T92_S__k141_767548||full	0.833	0.060	0.833	dsDNAphage	14191	0	32.000	0.000
T96_S__k141_235329||full	1.000	0.320	1.000	dsDNAphage	14190	6	93.800	0.000
T112_D__k141_590571||full	0.873	0.747	0.873	dsDNAphage	14189	0	100.000	0.000
T40_D__k141_673989||full	1.000	0.560	1.000	dsDNAphage	14188	3	91.700	0.000
T108_S__k141_86431||full	0.793	0.007	0.793	dsDNAphage	14185	0	48.000	4.000
T16_D__k141_1043383||full	1.000	0.520	1.000	dsDNAphage	14185	1	100.000	0.000
T4_D_k141_1161191||full	1.000	0.560	1.000	dsDNAphage	14183	5	88.900	0.000
T4_S__k141_1193262||full	0.987	0.693	0.987	dsDNAphage	14183	2	85.700	0.000
T80_S__k141_373084||full	1.000	0.473	1.000	dsDNAphage	14183	1	78.600	0.000
T16_D__k141_742656||full	0.960	0.467	0.960	dsDNAphage	14181	0	87.500	0.000
T40_D__k141_845523||full	0.733	0.227	0.733	dsDNAphage	14181	0	66.700	0.000
T4_D_k141_186588||full	0.993	0.473	0.993	dsDNAphage	14179	0	24.300	0.000
T76_D__k141_66835||full	0.980	0.840	0.980	dsDNAphage	14179	3	62.500	0.000
T52_D__k141_645579||full	0.967	0.547	0.967	dsDNAphage	14178	0	55.800	0.000
T4_D_k141_1232806||full	1.000	0.560	1.000	dsDNAphage	14176	5	100.000	0.000
T104_S__k141_266311||full	0.907	0.420	0.907	dsDNAphage	14176	0	83.900	0.000
T112_D__k141_372593||full	1.000	0.440	1.000	dsDNAphage	14176	3	100.000	0.000
T4_S__k141_746921||full	1.000	0.440	1.000	dsDNAphage	14175	1	88.000	0.000
T40_D__k141_190327||full	1.000	0.433	1.000	dsDNAphage	14173	4	100.000	0.000
T92_S__k141_962819||full	0.867	0.413	0.867	dsDNAphage	14173	0	83.300	0.000
T64_D__k141_30906||full	0.980	0.180	0.980	dsDNAphage	14171	0	50.000	0.000
T40_D__k141_710066||full	0.840	0.040	0.840	dsDNAphage	14170	0	71.400	4.800
T4_D_k141_51128||full	0.967	0.007	0.967	dsDNAphage	14168	1	32.000	8.000
T52_D__k141_307350||full	1.000	0.787	1.000	dsDNAphage	14168	6	92.900	0.000
T112_D__k141_790873||full	1.000	0.160	1.000	dsDNAphage	14167	1	65.000	0.000
T100_S__k141_567391||full	1.000	0.233	1.000	dsDNAphage	14166	2	73.300	0.000
T16_D__k141_1204433||full	0.980	0.040	0.980	dsDNAphage	14166	0	53.800	3.800
T40_D__k141_12145||full	0.920	0.627	0.920	dsDNAphage	14166	0	76.500	0.000
T12_S__k141_876036||full	1.000	0.313	1.000	dsDNAphage	14165	3	75.000	0.000
T40_D__k141_760969||full	0.960	0.907	0.960	dsDNAphage	14164	0	100.000	0.000
T4_D_k141_1364441||full	1.000	0.693	1.000	dsDNAphage	14162	1	50.000	0.000
T40_D__k141_932880||full	0.940	0.007	0.940	dsDNAphage	14162	1	36.800	5.300
T64_D__k141_775176||full	1.000	0.673	1.000	dsDNAphage	14162	1	84.200	0.000
T96_S__k141_506118||full	0.920	0.247	0.920	dsDNAphage	14162	0	77.800	0.000
T16_D__k141_1345411||full	0.993	0.047	0.993	dsDNAphage	14161	1	71.400	0.000
T4_D_k141_306642||full	1.000	0.353	1.000	dsDNAphage	14160	1	86.700	0.000
T8_S__k141_547386||full	1.000	0.207	1.000	dsDNAphage	14159	1	84.600	0.000
T100_D__k141_500070||full	1.000	0.467	1.000	dsDNAphage	14157	7	89.500	0.000
T28_S__k141_176938||full	0.993	0.413	0.993	dsDNAphage	14154	1	80.800	0.000
T52_S_k141_560377||full	0.933	0.107	0.933	dsDNAphage	14150	0	40.500	2.700
T112_S__k141_781107||full	1.000	0.420	1.000	dsDNAphage	14147	5	100.000	0.000
T24_S__k141_903454||full	0.853	0.227	0.853	dsDNAphage	14147	0	81.500	0.000
T112_D__k141_792639||full	0.547	0.053	0.547	dsDNAphage	14146	0	76.500	5.900
T52_D__k141_316886||full	1.000	0.193	1.000	dsDNAphage	14146	1	42.100	0.000
T88_S_k141_1137784||full	0.960	0.707	0.960	dsDNAphage	14145	0	78.900	0.000
T100_D__k141_716057||full	1.000	0.233	1.000	dsDNAphage	14145	1	37.000	0.000
T20_S__k141_904921||full	1.000	0.367	1.000	dsDNAphage	14144	3	84.600	0.000
T20_S__k141_644848||full	1.000	0.633	1.000	dsDNAphage	14144	4	92.900	0.000
T76_S__k141_590805||full	0.967	0.053	0.967	dsDNAphage	14143	1	41.200	0.000
T84_S__k141_1244872||full	0.987	0.367	0.987	dsDNAphage	14143	0	71.000	0.000
T12_S__k141_219545||full	1.000	0.567	1.000	dsDNAphage	14142	1	94.100	0.000
T28_S__k141_18132||full	1.000	0.107	1.000	dsDNAphage	14141	6	86.700	0.000
T16_D__k141_1023837||full	1.000	0.567	1.000	dsDNAphage	14140	2	92.900	0.000
T40_D__k141_922456||full	0.840	0.067	0.840	dsDNAphage	14140	0	26.900	3.800
T92_S__k141_190901||full	1.000	0.340	1.000	dsDNAphage	14140	1	95.200	0.000
T40_D__k141_1135271||full	1.000	0.753	1.000	dsDNAphage	14138	1	100.000	0.000
T4_D_k141_462532||full	0.927	0.613	0.927	dsDNAphage	14135	0	40.000	0.000
T52_D__k141_125251||full	1.000	0.933	1.000	dsDNAphage	14134	1	100.000	0.000
T52_D__k141_270378||full	1.000	0.807	1.000	dsDNAphage	14134	4	100.000	0.000
T12_S__k141_243445||full	0.967	0.653	0.967	dsDNAphage	14132	0	93.800	0.000
T40_D__k141_233396||full	0.933	0.140	0.933	dsDNAphage	14131	0	64.000	4.000
T112_S__k141_492790||full	1.000	0.733	1.000	dsDNAphage	14129	5	100.000	0.000
T12_S__k141_729718||full	0.987	0.840	0.987	dsDNAphage	14129	1	92.300	0.000
T96_S__k141_617097||full	1.000	0.973	1.000	dsDNAphage	14129	1	77.800	0.000
T16_D__k141_855688||full	0.980	0.200	0.980	dsDNAphage	14128	1	52.600	0.000
T40_D__k141_1015025||full	1.000	0.580	1.000	dsDNAphage	14128	7	93.800	0.000
T44_S__k141_854338||full	0.960	0.373	0.960	dsDNAphage	14126	0	100.000	0.000
T52_D__k141_63318||full	1.000	0.420	1.000	dsDNAphage	14126	3	40.000	0.000
T16_S__k141_761062||full	0.980	0.160	0.980	dsDNAphage	14125	2	63.200	0.000
T92_S__k141_950036||full	0.873	0.420	0.873	dsDNAphage	14125	0	50.000	0.000
T4_D_k141_920751||full	1.000	0.900	1.000	dsDNAphage	14124	4	100.000	0.000
T88_D__k141_426606||full	1.000	0.660	1.000	dsDNAphage	14124	5	100.000	0.000
T52_D__k141_232963||full	0.980	0.567	0.980	dsDNAphage	14123	4	90.000	0.000
T4_D_k141_890044||full	0.993	0.493	0.993	dsDNAphage	14122	1	91.700	0.000
T0_S__k141_212060||full	1.000	0.820	1.000	dsDNAphage	14121	1	100.000	0.000
T108_S__k141_715402||full	0.973	0.267	0.973	dsDNAphage	14121	0	96.200	0.000
T108_S__k141_201560||full	1.000	0.780	1.000	dsDNAphage	14118	7	93.300	0.000
T16_D__k141_652189||full	1.000	0.213	1.000	dsDNAphage	14118	7	77.800	0.000
T60_S__k141_839763||full	0.967	0.367	0.967	dsDNAphage	14118	0	88.200	0.000
T112_D__k141_947623||full	1.000	0.540	1.000	dsDNAphage	14117	1	42.100	0.000
T8_S__k141_311313||full	1.000	0.413	1.000	dsDNAphage	14116	8	100.000	0.000
T4_D_k141_519788||full	0.960	0.367	0.960	dsDNAphage	14115	0	94.400	0.000
T64_D__k141_122598||full	1.000	0.447	1.000	dsDNAphage	14115	1	68.400	0.000
T12_S__k141_950097||full	0.980	0.787	0.980	dsDNAphage	14113	1	36.800	0.000
T36_S__k141_854111||full	1.000	0.313	1.000	dsDNAphage	14112	1	85.700	0.000
T88_S_k141_76709||full	1.000	0.267	1.000	dsDNAphage	14110	2	92.000	0.000
T12_S__k141_1228353||full	1.000	0.300	1.000	dsDNAphage	14110	1	60.000	0.000
T16_S__k141_47506||full	1.000	0.520	1.000	dsDNAphage	14110	3	91.700	0.000
T60_S__k141_632307||full	1.000	0.253	1.000	dsDNAphage	14110	3	88.200	0.000
T40_D__k141_1134807||full	1.000	0.467	1.000	dsDNAphage	14109	2	92.900	0.000
T112_D__k141_306043||full	0.980	0.553	0.980	dsDNAphage	14108	0	41.700	0.000
T40_D__k141_992954||full	0.980	0.753	0.980	dsDNAphage	14107	0	53.800	0.000
T100_D__k141_12433||full	0.993	0.400	0.993	dsDNAphage	14106	2	76.500	0.000
T16_D__k141_964158||full	0.987	0.160	0.987	dsDNAphage	14104	5	88.200	0.000
T36_S__k141_342321||full	1.000	0.187	1.000	dsDNAphage	14102	1	93.300	0.000
T88_D__k141_304489||full	1.000	0.767	1.000	dsDNAphage	14100	3	100.000	0.000
T16_D__k141_1154512||full	0.727	0.047	0.727	dsDNAphage	14096	0	94.400	5.600
T40_D__k141_1070684||full	1.000	0.367	1.000	dsDNAphage	14095	2	95.000	0.000
T40_D__k141_721984||full	0.800	0.067	0.800	dsDNAphage	14094	0	35.700	0.000
T88_D__k141_4363||full	1.000	0.747	1.000	dsDNAphage	14093	5	88.200	0.000
T100_S__k141_11340||full	0.567	0.160	0.567	dsDNAphage	14091	0	22.200	0.000
T88_D__k141_639606||full	1.000	0.807	1.000	dsDNAphage	14091	2	81.000	0.000
T88_D__k141_628295||full	1.000	0.933	1.000	dsDNAphage	14091	3	100.000	0.000
T44_S__k141_164575||full	1.000	0.593	1.000	dsDNAphage	14090	9	87.500	0.000
T52_S_k141_1037645||full	1.000	0.420	1.000	dsDNAphage	14089	1	95.500	0.000
T112_D__k141_63340||full	1.000	0.827	1.000	dsDNAphage	14088	7	100.000	0.000
T16_S__k141_687890||full	0.967	0.720	0.967	dsDNAphage	14088	0	88.500	0.000
T104_S__k141_7364||full	1.000	0.500	1.000	dsDNAphage	14087	3	90.600	0.000
T32_S__k141_272065||full	0.993	0.213	0.993	dsDNAphage	14087	2	89.500	0.000
T8_S__k141_526376||full	0.733	0.307	0.733	dsDNAphage	14087	0	75.000	0.000
T100_D__k141_90140||full	0.993	0.427	0.993	dsDNAphage	14086	1	75.000	0.000
T104_S__k141_426707||full	0.947	0.473	0.947	dsDNAphage	14085	0	100.000	0.000
T4_D_k141_1358809||full	1.000	0.407	1.000	dsDNAphage	14084	1	75.000	0.000
T100_S__k141_750137||full	1.000	0.453	1.000	dsDNAphage	14083	3	100.000	0.000
T16_D__k141_26527||full	0.993	0.480	0.993	dsDNAphage	14083	1	85.700	0.000
T40_D__k141_481592||full	0.960	0.653	0.960	dsDNAphage	14083	0	81.800	0.000
T64_D__k141_179069||full	1.000	0.833	1.000	dsDNAphage	14083	1	96.200	0.000
T16_S__k141_533930||full	1.000	0.520	1.000	dsDNAphage	14082	1	96.300	0.000
T92_S__k141_151268||full	0.920	0.387	0.920	dsDNAphage	14082	1	42.900	0.000
T16_D__k141_1283891||full	0.660	0.007	0.660	dsDNAphage	14081	0	38.100	14.300
T8_S__k141_565498||full	1.000	0.687	1.000	dsDNAphage	14081	5	94.100	0.000
T88_S_k141_536811||full	1.000	0.713	1.000	dsDNAphage	14080	1	100.000	0.000
T44_S__k141_990845||full	1.000	0.420	1.000	dsDNAphage	14079	8	100.000	0.000
T92_S__k141_309816||full	0.973	0.140	0.973	dsDNAphage	14079	0	42.900	0.000
T88_S_k141_240835||full	1.000	0.687	1.000	dsDNAphage	14078	4	94.400	0.000
T8_S__k141_1128964||full	0.667	0.080	0.667	dsDNAphage	14077	0	20.000	0.000
T4_D_k141_572704||full	1.000	0.827	1.000	dsDNAphage	14076	2	100.000	0.000
T16_D__k141_887195||full	1.000	0.480	1.000	dsDNAphage	14076	3	100.000	0.000
T36_S__k141_464031||full	1.000	0.747	1.000	dsDNAphage	14074	3	100.000	0.000
T96_S__k141_550103||full	1.000	0.680	1.000	dsDNAphage	14074	7	93.800	0.000
T24_S__k141_520994||full	0.973	0.813	0.973	dsDNAphage	14073	0	66.700	0.000
T100_D__k141_817504||full	0.987	0.780	0.987	dsDNAphage	14072	0	95.000	0.000
T108_S__k141_227346||full	1.000	0.600	1.000	dsDNAphage	14072	1	85.700	0.000
T16_D__k141_589569||full	0.893	0.587	0.893	dsDNAphage	14072	0	75.000	0.000
T88_S_k141_339591||full	1.000	0.447	1.000	dsDNAphage	14071	1	42.900	0.000
T4_D_k141_290964||full	0.860	0.080	0.860	dsDNAphage	14070	0	85.700	4.800
T112_D__k141_556820||full	0.993	0.033	0.993	dsDNAphage	14070	3	76.500	5.900
T88_D__k141_861055||full	0.807	0.313	0.807	dsDNAphage	14070	0	85.700	0.000
T100_D__k141_75687||full	1.000	0.087	1.000	dsDNAphage	14069	1	37.900	3.400
T12_S__k141_545999||full	1.000	0.653	1.000	dsDNAphage	14069	4	100.000	0.000
T32_S__k141_1055803||full	1.000	0.433	1.000	dsDNAphage	14069	1	57.100	0.000
T64_D__k141_460782||full	1.000	0.867	1.000	dsDNAphage	14069	4	100.000	0.000
T88_D__k141_111904||full	1.000	0.713	1.000	dsDNAphage	14069	9	100.000	0.000
T88_S_k141_507505||full	0.853	0.587	0.853	dsDNAphage	14068	0	92.900	0.000
T28_S__k141_482669||full	1.000	0.340	1.000	dsDNAphage	14067	4	78.600	0.000
T40_D__k141_760371||full	0.847	0.073	0.847	dsDNAphage	14066	0	71.400	4.800
T4_D_k141_986822||full	1.000	0.360	1.000	dsDNAphage	14065	3	100.000	0.000
T40_D__k141_1173176||full	1.000	0.267	1.000	dsDNAphage	14064	1	88.900	0.000
T64_S__k141_424694||full	0.873	0.167	0.873	dsDNAphage	14064	0	73.900	4.300
T52_S_k141_1194906||full	0.927	0.740	0.927	dsDNAphage	14062	0	61.100	0.000
T108_S__k141_745820||full	1.000	0.253	1.000	dsDNAphage	14061	3	92.900	0.000
T16_D__k141_1313512||full	1.000	0.440	1.000	dsDNAphage	14061	2	100.000	0.000
T44_S__k141_271932||full	0.993	0.427	0.993	dsDNAphage	14059	1	87.000	0.000
T40_D__k141_610941||full	1.000	0.493	1.000	dsDNAphage	14058	4	100.000	0.000
T16_D__k141_323558||full	0.893	0.140	0.893	dsDNAphage	14057	0	62.500	0.000
T112_D__k141_314810||full	0.993	0.327	0.993	dsDNAphage	14055	5	88.000	0.000
T60_S__k141_859949||full	1.000	0.827	1.000	dsDNAphage	14055	4	93.800	0.000
T36_S__k141_254458||full	0.913	0.513	0.913	dsDNAphage	14054	0	100.000	0.000
T4_D_k141_623225||full	1.000	0.847	1.000	dsDNAphage	14051	3	100.000	0.000
T24_S__k141_847739||full	1.000	0.893	1.000	dsDNAphage	14051	7	100.000	0.000
T16_D__k141_571995||full	0.987	0.487	0.987	dsDNAphage	14050	0	92.900	0.000
T4_D_k141_173186||full	0.967	0.700	0.967	dsDNAphage	14049	0	90.900	0.000
T52_S_k141_969020||full	0.980	0.213	0.980	dsDNAphage	14049	0	61.500	0.000
T112_S__k141_788877||full	1.000	0.947	1.000	dsDNAphage	14047	3	100.000	0.000
T28_S__k141_50657||full	0.847	0.153	0.847	dsDNAphage	14047	0	38.500	0.000
T36_S__k141_426563||full	0.947	0.447	0.947	dsDNAphage	14047	0	85.700	0.000
T88_D__k141_359901||full	0.960	0.080	0.960	dsDNAphage	14045	0	26.900	3.800
T92_S__k141_1033911||full	0.607	0.247	0.607	dsDNAphage	14044	0	16.700	0.000
T20_S__k141_1046223||full	0.860	0.047	0.860	dsDNAphage	14043	0	47.800	4.300
T28_S__k141_330584||full	0.913	0.040	0.913	dsDNAphage	14043	1	25.000	0.000
T96_S__k141_96500||full	0.993	0.773	0.993	dsDNAphage	14042	2	95.200	0.000
T40_D__k141_1008107||full	1.000	0.567	1.000	dsDNAphage	14041	3	85.700	0.000
T40_D__k141_862001||full	0.913	0.727	0.913	dsDNAphage	14041	0	88.900	0.000
T52_S_k141_811757||full	1.000	0.860	1.000	dsDNAphage	14040	1	100.000	0.000
T112_D__k141_285123||full	0.853	0.033	0.853	dsDNAphage	14040	1	16.700	0.000
T8_S__k141_1282086||full	1.000	0.460	1.000	dsDNAphage	14040	3	57.100	0.000
T4_D_k141_1050763||full	0.613	0.053	0.613	dsDNAphage	14039	0	66.700	11.100
T16_D__k141_920488||full_1	0.920	0.513	0.920	dsDNAphage	14038	0	70.400	0.000
T4_D_k141_645567||full	0.773	0.573	0.773	dsDNAphage	14037	0	100.000	0.000
T40_D__k141_537696||full	1.000	0.400	1.000	dsDNAphage	14037	1	38.100	0.000
T40_S__k141_375291||full	0.993	0.347	0.993	dsDNAphage	14035	1	93.100	0.000
T8_S__k141_326231||full	0.993	0.780	0.993	dsDNAphage	14035	0	95.200	0.000
T12_S__k141_377709||full	0.987	0.847	0.987	dsDNAphage	14034	0	63.300	0.000
T40_D__k141_609196||full	0.527	0.013	0.527	dsDNAphage	14034	0	52.600	21.100
T100_D__k141_954739||full	0.980	0.433	0.980	dsDNAphage	14031	1	66.700	0.000
T84_S__k141_287067||full	1.000	0.540	1.000	dsDNAphage	14030	7	100.000	0.000
T100_D__k141_618039||full	0.960	0.467	0.960	dsDNAphage	14029	0	60.600	0.000
T40_D__k141_765508||0_partial	0.900	0.000	0.900	dsDNAphage	14029	1	23.500	17.600
T4_S__k141_368456||full	1.000	0.553	1.000	dsDNAphage	14029	4	100.000	0.000
T72_S__k141_935089||full	0.993	0.107	0.993	dsDNAphage	14029	5	78.600	0.000
T24_S__k141_886645||full	1.000	0.120	1.000	dsDNAphage	14028	4	47.600	0.000
T112_D__k141_920439||full	0.980	0.927	0.980	dsDNAphage	14027	0	38.100	0.000
T64_S__k141_304619||full	1.000	0.713	1.000	dsDNAphage	14027	1	100.000	0.000
T24_S__k141_422783||full	0.993	0.393	0.993	dsDNAphage	14025	1	86.200	0.000
T76_D__k141_537489||full	1.000	0.500	1.000	dsDNAphage	14025	2	100.000	0.000
T76_D__k141_654209||full	1.000	0.827	1.000	dsDNAphage	14022	1	96.200	0.000
T88_D__k141_924229||full	1.000	0.333	1.000	dsDNAphage	14022	2	52.600	0.000
T4_D_k141_21836||full	1.000	0.600	1.000	dsDNAphage	14021	2	83.300	0.000
T16_D__k141_1189430||full	0.967	0.520	0.967	dsDNAphage	14020	0	88.900	0.000
T56_S__k141_487003||full	0.933	0.200	0.933	dsDNAphage	14020	0	72.400	3.400
T64_D__k141_14599||full	0.993	0.740	0.993	dsDNAphage	14020	2	83.900	0.000
T4_D_k141_947552||full	0.687	0.907	0.907	ssDNA	14018	0	71.400	0.000
T8_S__k141_211371||full	1.000	0.920	1.000	dsDNAphage	14018	5	100.000	0.000
T16_D__k141_8336||full	0.807	0.320	0.807	dsDNAphage	14014	0	100.000	0.000
T40_D__k141_79031||full	0.980	0.467	0.980	dsDNAphage	14013	8	100.000	0.000
T76_D__k141_4680||full	1.000	0.273	1.000	dsDNAphage	14012	2	80.000	0.000
